Team1,Team2,Wins1,Wins2,T1 %,T2 %
serbia,brazil,4,23,"0,133333333333333","0,766666666666667"
switzerland,brazil,4,24,"0,133333333333333","0,8"
cameroon,brazil,7,20,"0,233333333333333","0,666666666666667"
switzerland,serbia,20,7,"0,666666666666667","0,233333333333333"
cameroon,serbia,20,6,"0,666666666666667","0,2"
cameroon,switzerland,19,7,"0,633333333333333","0,233333333333333"
