Team1,Team2,Wins1,Wins2,T1 %,T2 %
wales,england,1,28,"0,0333333333333333","0,933333333333333"
iran,england,11,18,"0,366666666666667","0,6"
usa,england,10,18,"0,333333333333333","0,6"
usa,iran,18,12,"0,6","0,4"
wales,iran,3,25,"0,1","0,833333333333333"
wales,usa,3,23,"0,1","0,766666666666667"
